Prefix,Gap Start,Gap End,Missing Count
EDC,EDC0012214,EDC0012214,1
EDC,EDC0012221,EDC0012221,1
EDC,EDC0012235,EDC0012235,1
EDC,EDC0012251,EDC0012251,1
EDC,EDC0012315,EDC0012315,1
EDC,EDC0012323,EDC0012324,2
EDC,EDC0012346,EDC0012346,1
EDC,EDC0012348,EDC0012348,1
EDC,EDC0012350,EDC0012350,1
EDC,EDC0012352,EDC0012355,4
EDC,EDC0012362,EDC0012362,1
EDC,EDC0012373,EDC0012373,1
EDC,EDC0012375,EDC0012375,1
EDC,EDC0012381,EDC0012381,1
EDC,EDC0012391,EDC0012395,5
EDC,EDC0012407,EDC0012408,2
EDC,EDC0012433,EDC0012433,1
EDC,EDC0012453,EDC0012454,2
EDC,EDC0012489,EDC0012489,1
EDC,EDC0012493,EDC0012495,3
EDC,EDC0012497,EDC0012498,2
EDC,EDC0012514,EDC0012514,1
EDC,EDC0012517,EDC0012517,1
EDC,EDC0012521,EDC0012521,1
EDC,EDC0012547,EDC0012548,2
EDC,EDC0012554,EDC0012555,2
EDC,EDC0012557,EDC0012557,1
EDC,EDC0012559,EDC0012564,6
EDC,EDC0012566,EDC0012567,2
EDC,EDC0012602,EDC0012602,1
EDC,EDC0012623,EDC0012623,1
EDC,EDC0012625,EDC0012625,1
EDC,EDC0012646,EDC0012646,1
EDC,EDC0012650,EDC0012652,3
EDC,EDC0012689,EDC0012689,1
EDC,EDC0012695,EDC0012698,4
EDC,EDC0012708,EDC0012709,2
EDC,EDC0012711,EDC0012712,2
EDC,EDC0012726,EDC0012727,2
EDC,EDC0012735,EDC0012736,2
EDC,EDC0012741,EDC0012743,3
EDC,EDC0012752,EDC0012755,4
EDC,EDC0012759,EDC0012759,1
EDC,EDC0012764,EDC0012764,1
EDC,EDC0012768,EDC0012770,3
EDC,EDC0012772,EDC0012774,3
EDC,EDC0012802,EDC0012803,2
EDC,EDC0012805,EDC0012805,1
EDC,EDC0012825,EDC0012826,2
EDC,EDC0012833,EDC0012833,1
EDC,EDC0012838,EDC0012839,2
EDC,EDC0012844,EDC0012844,1
EDC,EDC0012847,EDC0012847,1
EDC,EDC0012851,EDC0012851,1
EDC,EDC0012877,EDC0012877,1
EDC,EDC0012879,EDC0012879,1
EDC,EDC0012881,EDC0012883,3
EDC,EDC0012902,EDC0012903,2
EDC,EDC0012910,EDC0012911,2
EDC,EDC0012949,EDC0012949,1
EDC,EDC0012978,EDC0012978,1
EDC,EDC0013015,EDC0013015,1
EDC,EDC0013030,EDC0013030,1
EDC,EDC0013064,EDC0013064,1
EDC,EDC0013067,EDC0013067,1
EDC,EDC0013074,EDC0013075,2
EDC,EDC0013107,EDC0013107,1
EDC,EDC0013119,EDC0013119,1
EDC,EDC0013142,EDC0013142,1
EDC,EDC0013152,EDC0013152,1
EDC,EDC0013191,EDC0013191,1
EDC,EDC0013193,EDC0013193,1
EDC,EDC0013200,EDC0013200,1
EDC,EDC0013211,EDC0013212,2
EDC,EDC0013229,EDC0013230,2
EDC,EDC0013235,EDC0013236,2
EDC,EDC0013242,EDC0013243,2
EDC,EDC0013253,EDC0013254,2
EDC,EDC0013256,EDC0013256,1
EDC,EDC0013258,EDC0013258,1
EDC,EDC0013269,EDC0013269,1
EDC,EDC0013271,EDC0013273,3
EDC,EDC0013282,EDC0013282,1
EDC,EDC0013295,EDC0013295,1
EDC,EDC0013301,EDC0013302,2
EDC,EDC0013309,EDC0013309,1
EDC,EDC0013313,EDC0013313,1
EDC,EDC0013351,EDC0013351,1
EDC,EDC0013375,EDC0013375,1
EDC,EDC0013445,EDC0013445,1
EDC,EDC0013454,EDC0013454,1
EDC,EDC0013460,EDC0013460,1
EDC,EDC0013469,EDC0013470,2
EDC,EDC0013473,EDC0013478,6
EDC,EDC0013481,EDC0013482,2
EDC,EDC0013495,EDC0013497,3
EDC,EDC0013504,EDC0013504,1
EDC,EDC0013519,EDC0013520,2
EDC,EDC0013526,EDC0013527,2
EDC,EDC0013534,EDC0013534,1
EDC,EDC0013607,EDC0013607,1
EDC,EDC0013609,EDC0013609,1
EDC,EDC0013631,EDC0013646,16
EDC,EDC0013674,EDC0013674,1
EDC,EDC0013679,EDC0013679,1
EDC,EDC0013685,EDC0013686,2
EDC,EDC0013708,EDC0013708,1
EDC,EDC0013752,EDC0013752,1
EDC,EDC0013755,EDC0013755,1
EDC,EDC0013758,EDC0013758,1
EDC,EDC0013767,EDC0013767,1
EDC,EDC0013793,EDC0013794,2
EDC,EDC0013829,EDC0013829,1
EDC,EDC0013835,EDC0013835,1
EDC,EDC0013860,EDC0013860,1
EDC,EDC0013863,EDC0013863,1
EDC,EDC0013867,EDC0013867,1
EDC,EDC0013884,EDC0013884,1
EDC,EDC0013897,EDC0013898,2
EDC,EDC0013916,EDC0013916,1
EDC,EDC0013935,EDC0013935,1
EDC,EDC0013939,EDC0013939,1
EDC,EDC0013966,EDC0013966,1
EDC,EDC0014017,EDC0014018,2
EDC,EDC0014023,EDC0014023,1
EDC,EDC0014054,EDC0014055,2
EDC,EDC0014059,EDC0014060,2
EDC,EDC0014070,EDC0014070,1
EDC,EDC0014076,EDC0014076,1
EDC,EDC0014085,EDC0014086,2
EDC,EDC0014094,EDC0014095,2
EDC,EDC0014100,EDC0014100,1
EDC,EDC0014102,EDC0014102,1
EDC,EDC0014104,EDC0014104,1
EDC,EDC0014108,EDC0014108,1
EDC,EDC0014314,EDC0014315,2
EDC,EDC0014321,EDC0014323,3
EDC,EDC0014331,EDC0014332,2
EDC,EDC0014342,EDC0014344,3
EDC,EDC0014361,EDC0014362,2
EDC,EDC0014365,EDC0014365,1
EDC,EDC0014373,EDC0014373,1
EDC,EDC0014375,EDC0014375,1
EDC,EDC0014395,EDC0014396,2
EDC,EDC0014403,EDC0014405,3
EDC,EDC0014414,EDC0014414,1
EDC,EDC0014430,EDC0014430,1
EDC,EDC0014454,EDC0014454,1
EDC,EDC0014456,EDC0014458,3
EDC,EDC0014515,EDC0014515,1
EDC,EDC0014520,EDC0014521,2
EDC,EDC0014553,EDC0014553,1
EDC,EDC0014569,EDC0014569,1
EDC,EDC0014629,EDC0014630,2
EDC,EDC0014638,EDC0014638,1
EDC,EDC0014681,EDC0014681,1
EDC,EDC0014690,EDC0014692,3
EDC,EDC0014741,EDC0014741,1
EDC,EDC0014799,EDC0014799,1
EDC,EDC0014808,EDC0014810,3
EDC,EDC0014830,EDC0014830,1
EDC,EDC0014846,EDC0014847,2
EDC,EDC0014859,EDC0014859,1
EDC,EDC0014861,EDC0014861,1
EDC,EDC0014877,EDC0014877,1
EDC,EDC0014887,EDC0014887,1
EDC,EDC0014951,EDC0014952,2
EDC,EDC0014966,EDC0014966,1
EDC,EDC0014971,EDC0014973,3
EDC,EDC0014990,EDC0014990,1
EDC,EDC0014992,EDC0014992,1
EDC,EDC0014996,EDC0014997,2
EDC,EDC0015004,EDC0015004,1
EDC,EDC0015013,EDC0015014,2
EDC,EDC0015016,EDC0015016,1
EDC,EDC0015043,EDC0015043,1
EDC,EDC0015070,EDC0015071,2
EDC,EDC0015081,EDC0015081,1
EDC,EDC0015185,EDC0015185,1
EDC,EDC0015194,EDC0015196,3
EDC,EDC0015199,EDC0015202,4
EDC,EDC0015204,EDC0015204,1
EDC,EDC0015244,EDC0015244,1
EDC,EDC0015255,EDC0015256,2
EDC,EDC0015279,EDC0015280,2
EDC,EDC0015353,EDC0015353,1
EDC,EDC0015396,EDC0015397,2
EDC,EDC0015402,EDC0015402,1
EDC,EDC0015408,EDC0015408,1
EDC,EDC0015425,EDC0015426,2
EDC,EDC0015451,EDC0015451,1
EDC,EDC0015455,EDC0015459,5
EDC,EDC0015500,EDC0015501,2
EDC,EDC0015553,EDC0015553,1
EDC,EDC0015570,EDC0015571,2
EDC,EDC0015596,EDC0015596,1
EDC,EDC0015650,EDC0015650,1
EDC,EDC0015705,EDC0015705,1
EDC,EDC0015732,EDC0015736,5
EDC,EDC0015740,EDC0015740,1
EDC,EDC0015749,EDC0015749,1
EDC,EDC0015758,EDC0015758,1
EDC,EDC0015772,EDC0015774,3
EDC,EDC0015795,EDC0015795,1
EDC,EDC0015815,EDC0015816,2
EDC,EDC0015823,EDC0015824,2
EDC,EDC0015919,EDC0015919,1
EDC,EDC0015921,EDC0015923,3
EDC,EDC0015925,EDC0015925,1
EDC,EDC0015938,EDC0015941,4
EDC,EDC0015947,EDC0015947,1
EDC,EDC0015949,EDC0015949,1
EDC,EDC0015955,EDC0015957,3
EDC,EDC0015981,EDC0015982,2
EDC,EDC0016024,EDC0016024,1
EDC,EDC0016027,EDC0016027,1
EDC,EDC0016038,EDC0016038,1
EDC,EDC0016076,EDC0016077,2
EDC,EDC0016085,EDC0016086,2
EDC,EDC0016089,EDC0016090,2
EDC,EDC0016116,EDC0016116,1
EDC,EDC0016129,EDC0016129,1
EDC,EDC0016155,EDC0016155,1
EDC,EDC0016215,EDC0016217,3
EDC,EDC0016221,EDC0016222,2
EDC,EDC0016255,EDC0016255,1
EDC,EDC0016286,EDC0016287,2
EDC,EDC0016289,EDC0016294,6
EDC,EDC0016296,EDC0016296,1
EDC,EDC0016298,EDC0016298,1
EDC,EDC0016308,EDC0016308,1
EDC,EDC0016319,EDC0016319,1
EDC,EDC0016330,EDC0016330,1
EDC,EDC0016334,EDC0016335,2
EDC,EDC0016341,EDC0016341,1
EDC,EDC0016360,EDC0016361,2
EDC,EDC0016368,EDC0016368,1
EDC,EDC0016378,EDC0016378,1
EDC,EDC0016388,EDC0016392,5
EDC,EDC0016395,EDC0016396,2
EDC,EDC0016400,EDC0016400,1
EDC,EDC0016443,EDC0016443,1
EDC,EDC0016466,EDC0016468,3
EDC,EDC0016479,EDC0016479,1
EDC,EDC0016484,EDC0016484,1
EDC,EDC0016514,EDC0016514,1
EDC,EDC0016527,EDC0016529,3
EDC,EDC0016552,EDC0016553,2
EDC,EDC0016557,EDC0016557,1
EDC,EDC0016568,EDC0016568,1
EDC,EDC0016600,EDC0016601,2
EDC,EDC0016605,EDC0016606,2
EDC,EDC0016632,EDC0016633,2
EDC,EDC0016635,EDC0016636,2
EDC,EDC0016725,EDC0016725,1
EDC,EDC0016732,EDC0016732,1
EDC,EDC0016756,EDC0016758,3
EDC,EDC0016761,EDC0016761,1
EDC,EDC0016802,EDC0016802,1
EDC,EDC0016824,EDC0016824,1
EDC,EDC0016832,EDC0016833,2
EDC,EDC0016839,EDC0016839,1
EDC,EDC0016858,EDC0016858,1
EDC,EDC0016862,EDC0016863,2
EDC,EDC0016867,EDC0016867,1
EDC,EDC0016874,EDC0016874,1
EDC,EDC0016893,EDC0016894,2
EDC,EDC0016934,EDC0016935,2
EDC,EDC0016945,EDC0016945,1
EDC,EDC0016949,EDC0016952,4
EDC,EDC0016957,EDC0016957,1
EDC,EDC0016970,EDC0016970,1
EDC,EDC0017014,EDC0017014,1
EDC,EDC0017028,EDC0017028,1
EDC,EDC0017031,EDC0017031,1
EDC,EDC0017034,EDC0017034,1
EDC,EDC0017049,EDC0017050,2
EDC,EDC0017071,EDC0017071,1
EDC,EDC0017138,EDC0017138,1
EDC,EDC0017154,EDC0017154,1
EDC,EDC0017169,EDC0017169,1
EDC,EDC0017173,EDC0017175,3
EDC,EDC0017178,EDC0017178,1
EDC,EDC0017191,EDC0017191,1
EDC,EDC0017194,EDC0017195,2
EDC,EDC0017197,EDC0017197,1
EDC,EDC0017199,EDC0017199,1
EDC,EDC0017202,EDC0017202,1
EDC,EDC0017207,EDC0017208,2
EDC,EDC0017222,EDC0017222,1
EDC,EDC0017235,EDC0017235,1
EDC,EDC0017268,EDC0017268,1
EDC,EDC0017311,EDC0017313,3
EDC,EDC0017340,EDC0017341,2
EDC,EDC0017366,EDC0017366,1
EDC,EDC0017393,EDC0017394,2
EDC,EDC0017398,EDC0017399,2
EDC,EDC0017401,EDC0017401,1
EDC,EDC0017416,EDC0017416,1
EDC,EDC0017458,EDC0017461,4
EDC,EDC0017463,EDC0017466,4
EDC,EDC0017509,EDC0017509,1
EDC,EDC0017512,EDC0017512,1
EDC,EDC0017527,EDC0017530,4
EDC,EDC0017533,EDC0017534,2
EDC,EDC0017536,EDC0017536,1
EDC,EDC0017538,EDC0017539,2
EDC,EDC0017553,EDC0017553,1
EDC,EDC0017564,EDC0017564,1
EDC,EDC0017590,EDC0017590,1
EDC,EDC0017593,EDC0017594,2
EDC,EDC0017629,EDC0017630,2
EDC,EDC0017632,EDC0017633,2
EDC,EDC0017635,EDC0017636,2
EDC,EDC0017646,EDC0017646,1
EDC,EDC0017697,EDC0017697,1
EDC,EDC0017774,EDC0017775,2
EDC,EDC0017777,EDC0017777,1
EDC,EDC0017862,EDC0017863,2
EDC,EDC0017873,EDC0017873,1
EDC,EDC0017886,EDC0017887,2
EDC,EDC0017891,EDC0017892,2
EDC,EDC0017904,EDC0017905,2
EDC,EDC0017907,EDC0017907,1
EDC,EDC0017914,EDC0017914,1
EDC,EDC0017921,EDC0017922,2
EDC,EDC0017925,EDC0017926,2
EDC,EDC0017949,EDC0017949,1
EDC,EDC0017956,EDC0017957,2
EDC,EDC0017997,EDC0017998,2
EDC,EDC0018005,EDC0018010,6
EDC,EDC0018021,EDC0018023,3
EDC,EDC0018049,EDC0018049,1
EDC,EDC0018086,EDC0018087,2
EDC,EDC0018106,EDC0018107,2
EDC,EDC0018116,EDC0018116,1
EDC,EDC0018119,EDC0018119,1
EDC,EDC0018136,EDC0018136,1
EDC,EDC0018152,EDC0018153,2
EDC,EDC0018187,EDC0018188,2
EDC,EDC0018190,EDC0018190,1
EDC,EDC0018195,EDC0018195,1
EDC,EDC0018197,EDC0018197,1
EDC,EDC0018246,EDC0018248,3
EDC,EDC0018263,EDC0018263,1
EDC,EDC0018267,EDC0018267,1
EDC,EDC0018271,EDC0018271,1
EDC,EDC0018288,EDC0018289,2
EDC,EDC0018348,EDC0018348,1
EDC,EDC0018368,EDC0018368,1
EDC,EDC0018372,EDC0018372,1
EDC,EDC0018407,EDC0018407,1
EDC,EDC0018424,EDC0018425,2
EDC,EDC0018428,EDC0018429,2
EDC,EDC0018438,EDC0018439,2
EDC,EDC0018441,EDC0018441,1
EDC,EDC0018447,EDC0018447,1
EDC,EDC0018459,EDC0018459,1
EDC,EDC0018461,EDC0018461,1
EDC,EDC0018481,EDC0018481,1
EDC,EDC0018485,EDC0018485,1
EDC,EDC0018490,EDC0018490,1
EDC,EDC0018495,EDC0018495,1
EDC,EDC0018520,EDC0018521,2
EDC,EDC0018547,EDC0018547,1
EDC,EDC0018552,EDC0018553,2
EDC,EDC0018558,EDC0018559,2
EDC,EDC0018566,EDC0018567,2
EDC,EDC0018570,EDC0018570,1
EDC,EDC0018591,EDC0018591,1
EDC,EDC0018636,EDC0018641,6
EDC,EDC0018644,EDC0018644,1
EDC,EDC0018687,EDC0018687,1
EDC,EDC0018744,EDC0018744,1
EDC,EDC0018759,EDC0018759,1
EDC,EDC0018783,EDC0018783,1
EDC,EDC0018816,EDC0018817,2
EDC,EDC0018827,EDC0018828,2
EDC,EDC0018834,EDC0018836,3
EDC,EDC0018855,EDC0018858,4
EDC,EDC0018878,EDC0018880,3
EDC,EDC0018893,EDC0018896,4
EDC,EDC0018922,EDC0018922,1
EDC,EDC0018944,EDC0018944,1
EDC,EDC0018947,EDC0018947,1
EDC,EDC0018977,EDC0018977,1
EDC,EDC0018979,EDC0018979,1
EDC,EDC0018981,EDC0018981,1
EDC,EDC0018983,EDC0018983,1
EDC,EDC0018985,EDC0018985,1
EDC,EDC0018987,EDC0018987,1
EDC,EDC0019002,EDC0019002,1
EDC,EDC0019018,EDC0019019,2
EDC,EDC0019034,EDC0019034,1
EDC,EDC0019070,EDC0019070,1
EDC,EDC0019083,EDC0019083,1
EDC,EDC0019108,EDC0019108,1
EDC,EDC0019115,EDC0019117,3
EDC,EDC0019127,EDC0019127,1
EDC,EDC0019130,EDC0019130,1
EDC,EDC0019133,EDC0019134,2
EDC,EDC0019137,EDC0019137,1
EDC,EDC0019142,EDC0019143,2
EDC,EDC0019170,EDC0019170,1
EDC,EDC0019183,EDC0019183,1
EDC,EDC0019212,EDC0019212,1
EDC,EDC0019214,EDC0019214,1
EDC,EDC0019238,EDC0019238,1
EDC,EDC0019252,EDC0019252,1
EDC,EDC0019264,EDC0019264,1
EDC,EDC0019269,EDC0019269,1
EDC,EDC0019272,EDC0019272,1
EDC,EDC0019298,EDC0019299,2
EDC,EDC0019410,EDC0019410,1
EDC,EDC0019485,EDC0019485,1
EDC,EDC0019492,EDC0019493,2
EDC,EDC0019497,EDC0019497,1
EDC,EDC0019546,EDC0019546,1
EDC,EDC0019571,EDC0019571,1
EDC,EDC0019588,EDC0019588,1
EDC,EDC0019592,EDC0019593,2
EDC,EDC0019635,EDC0019636,2
EDC,EDC0019654,EDC0019655,2
EDC,EDC0019658,EDC0019658,1
EDC,EDC0019702,EDC0019703,2
EDC,EDC0019746,EDC0019747,2
EDC,EDC0019765,EDC0019765,1
EDC,EDC0019803,EDC0019804,2
EDC,EDC0019806,EDC0019806,1
EDC,EDC0019890,EDC0019890,1
EDC,EDC0019892,EDC0019892,1
EDC,EDC0019903,EDC0021048,1146
EDC,EDC0021050,EDC0021104,55
EDC,EDC0021106,EDC0021183,78
EDC,EDC0021185,EDC0021340,156
EDC,EDC0021342,EDC0021355,14
EDC,EDC0021357,EDC0022527,1171
EDC,EDC0022529,EDC0022950,422
EDC,EDC0022952,EDC0024181,1230
EDC,EDC0024183,EDC0024785,603
EDC,EDC0024787,EDC0025051,265
EDC,EDC0025053,EDC0025230,178
EDC,EDC0025232,EDC0025273,42
EDC,EDC0025275,EDC0025410,136
EDC,EDC0025412,EDC0026021,610
EDC,EDC0026023,EDC0026334,312
EDC,EDC0026336,EDC0026381,46
EDC,EDC0026383,EDC0026427,45
EDC,EDC0026429,EDC0026460,32
EDC,EDC0026462,EDC0026524,63
EDC,EDC0026526,EDC0027993,1468
EDC,EDC0027996,EDC0027999,4
EDC,EDC0028001,EDC0028001,1
EDC,EDC0028080,EDC0028080,1
EDC,EDC0028089,EDC0028089,1
EDC,EDC0028092,EDC0028093,2
EDC,EDC0028102,EDC0028105,4
EDC,EDC0028114,EDC0028115,2
EDC,EDC0028196,EDC0028199,4
EDC,EDC0028255,EDC0028255,1
EDC,EDC0028265,EDC0028265,1
EDC,EDC0028302,EDC0028304,3
EDC,EDC0028323,EDC0028323,1
EDC,EDC0028325,EDC0028325,1
EDC,EDC0028351,EDC0028351,1
EDC,EDC0028353,EDC0028353,1
EDC,EDC0028355,EDC0028355,1
EDC,EDC0028357,EDC0028357,1
EDC,EDC0028382,EDC0028383,2
EDC,EDC0028439,EDC0028439,1
EDC,EDC0028448,EDC0028449,2
EDC,EDC0028470,EDC0028470,1
EDC,EDC0028475,EDC0028476,2
EDC,EDC0028522,EDC0028522,1
EDC,EDC0028529,EDC0028530,2
EDC,EDC0028594,EDC0028594,1
EDC,EDC0028597,EDC0028597,1
EDC,EDC0028600,EDC0028600,1
EDC,EDC0028616,EDC0028616,1
EDC,EDC0028626,EDC0028627,2
EDC,EDC0028645,EDC0028650,6
EDC,EDC0028671,EDC0028671,1
EDC,EDC0028673,EDC0028674,2
EDC,EDC0028680,EDC0028680,1
EDC,EDC0028685,EDC0028685,1
EDC,EDC0028692,EDC0028693,2
EDC,EDC0028700,EDC0028702,3
EDC,EDC0028710,EDC0028711,2
EDC,EDC0028715,EDC0028715,1
EDC,EDC0028719,EDC0028720,2
EDC,EDC0028724,EDC0028724,1
EDC,EDC0028743,EDC0028743,1
EDC,EDC0028755,EDC0028755,1
EDC,EDC0028913,EDC0028916,4
EDC,EDC0028919,EDC0028919,1
EDC,EDC0028931,EDC0028931,1
EDC,EDC0028992,EDC0028994,3
EDC,EDC0029038,EDC0029039,2
EDC,EDC0029063,EDC0029063,1
EDC,EDC0029067,EDC0029067,1
EDC,EDC0029069,EDC0029069,1
EDC,EDC0029073,EDC0029073,1
EDC,EDC0029084,EDC0029084,1
EDC,EDC0029096,EDC0029096,1
EDC,EDC0029119,EDC0029119,1
EDC,EDC0029122,EDC0029122,1
EDC,EDC0029186,EDC0029187,2
EDC,EDC0029193,EDC0029193,1
EDC,EDC0029195,EDC0029195,1
EDC,EDC0029309,EDC0029309,1
EDC,EDC0029316,EDC0029317,2
EDC,EDC0029323,EDC0029323,1
EDC,EDC0029331,EDC0029331,1
EDC,EDC0029351,EDC0029352,2
EDC,EDC0029357,EDC0029357,1
EDC,EDC0029395,EDC0029396,2
EDC,EDC0029399,EDC0029399,1
EDC,EDC0029401,EDC0029401,1
EDC,EDC0029403,EDC0029403,1
EDC,EDC0029412,EDC0029412,1
EDC,EDC0029435,EDC0029435,1
EDC,EDC0029442,EDC0029443,2
EDC,EDC0029451,EDC0029452,2
EDC,EDC0029469,EDC0029469,1
EDC,EDC0029473,EDC0029473,1
EDC,EDC0029477,EDC0029478,2
EDC,EDC0029526,EDC0029527,2
EDC,EDC0029532,EDC0029532,1
EDC,EDC0029541,EDC0029542,2
EDC,EDC0029546,EDC0029546,1
EDC,EDC0029550,EDC0029552,3
EDC,EDC0029554,EDC0029554,1
EDC,EDC0029556,EDC0029557,2
EDC,EDC0029559,EDC0029559,1
EDC,EDC0029561,EDC0029561,1
EDC,EDC0029563,EDC0029563,1
EDC,EDC0029565,EDC0029568,4
EDC,EDC0029577,EDC0029577,1
EDC,EDC0029595,EDC0029595,1
EDC,EDC0029613,EDC0029613,1
EDC,EDC0029623,EDC0029623,1
EDC,EDC0029637,EDC0029637,1
EDC,EDC0029639,EDC0029639,1
EDC,EDC0029671,EDC0029671,1
EDC,EDC0029677,EDC0029677,1
EDC,EDC0029732,EDC0029733,2
EDC,EDC0029747,EDC0029748,2
EDC,EDC0029773,EDC0029774,2
EDC,EDC0029795,EDC0029795,1
EDC,EDC0029811,EDC0029811,1
EDC,EDC0029826,EDC0029827,2
EDC,EDC0029833,EDC0029833,1
EDC,EDC0029835,EDC0029835,1
EDC,EDC0029842,EDC0029842,1
EDC,EDC0029848,EDC0029849,2
EDC,EDC0029851,EDC0029851,1
EDC,EDC0029915,EDC0029916,2
EDC,EDC0029955,EDC0029956,2
EDC,EDC0029974,EDC0029974,1
EDC,EDC0029986,EDC0029986,1
EDC,EDC0029996,EDC0029997,2
EDC,EDC0030013,EDC0030014,2
EDC,EDC0030016,EDC0030017,2
EDC,EDC0030039,EDC0030039,1
EDC,EDC0030041,EDC0030041,1
EDC,EDC0030102,EDC0030104,3
EDC,EDC0030171,EDC0030172,2
EDC,EDC0030186,EDC0030186,1
EDC,EDC0030192,EDC0030192,1
EDC,EDC0030223,EDC0030224,2
EDC,EDC0030230,EDC0030230,1
EDC,EDC0030237,EDC0030238,2
EDC,EDC0030240,EDC0030241,2
EDC,EDC0030254,EDC0030258,5
EDC,EDC0030285,EDC0030286,2
EDC,EDC0030313,EDC0030314,2
EDC,EDC0030344,EDC0030347,4
EDC,EDC0030360,EDC0030361,2
EDC,EDC0030439,EDC0030439,1
EDC,EDC0030449,EDC0030449,1
EDC,EDC0030481,EDC0030481,1
EDC,EDC0030488,EDC0030488,1
EDC,EDC0030515,EDC0030515,1
EDC,EDC0030525,EDC0030525,1
EDC,EDC0030550,EDC0030553,4
EDC,EDC0030575,EDC0030577,3
EDC,EDC0030625,EDC0030626,2
EDC,EDC0030633,EDC0030634,2
EDC,EDC0030646,EDC0030646,1
EDC,EDC0030648,EDC0030648,1
EDC,EDC0030662,EDC0030663,2
EDC,EDC0030666,EDC0030666,1
EDC,EDC0030670,EDC0030670,1
EDC,EDC0030672,EDC0030672,1
EDC,EDC0030738,EDC0030738,1
EDC,EDC0030747,EDC0030747,1
EDC,EDC0030759,EDC0030759,1
EDC,EDC0030769,EDC0030770,2
EDC,EDC0030773,EDC0030773,1
EDC,EDC0030778,EDC0030779,2
EDC,EDC0030834,EDC0030834,1
EDC,EDC0030836,EDC0030837,2
EDC,EDC0030858,EDC0030858,1
EDC,EDC0030878,EDC0030879,2
EDC,EDC0030881,EDC0030885,5
EDC,EDC0030923,EDC0030923,1
EDC,EDC0030963,EDC0030963,1
EDC,EDC0030965,EDC0030965,1
EDC,EDC0031029,EDC0031030,2
EDC,EDC0031046,EDC0031049,4
EDC,EDC0031054,EDC0031055,2
EDC,EDC0031058,EDC0031058,1
EDC,EDC0031101,EDC0031101,1
EDC,EDC0031186,EDC0031187,2
EDC,EDC0031192,EDC0031193,2
EDC,EDC0031249,EDC0031250,2
EDC,EDC0031257,EDC0031257,1
EDC,EDC0031280,EDC0031280,1
EDC,EDC0031293,EDC0031294,2
EDC,EDC0031302,EDC0031304,3
EDC,EDC0031318,EDC0031318,1
EDC,EDC0031327,EDC0031327,1
EDC,EDC0031358,EDC0031359,2
EDC,EDC0031373,EDC0031373,1
EDC,EDC0031389,EDC0031389,1
EDC,EDC0031403,EDC0031404,2
EDC,EDC0031413,EDC0031413,1
EDC,EDC0031415,EDC0031415,1
EDC,EDC0031417,EDC0031417,1
EDC,EDC0031419,EDC0031419,1
EDC,EDC0031422,EDC0031422,1
EDC,EDC0031434,EDC0031434,1
EDC,EDC0031460,EDC0031461,2
EDC,EDC0031466,EDC0031468,3
EDC,EDC0031498,EDC0031498,1
EDC,EDC0031500,EDC0031500,1
EDC,EDC0031502,EDC0031502,1
EDC,EDC0031520,EDC0031520,1
EDC,EDC0031523,EDC0031524,2
EDC,EDC0031527,EDC0031527,1
EDC,EDC0031538,EDC0031540,3
EDC,EDC0031554,EDC0031554,1
EDC,EDC0031560,EDC0031560,1
EDC,EDC0031576,EDC0031577,2
EDC,EDC0031596,EDC0031596,1
EDC,EDC0031599,EDC0031599,1
EDC,EDC0031605,EDC0031606,2
EDC,EDC0031608,EDC0031609,2
EDC,EDC0031611,EDC0031612,2
EDC,EDC0031626,EDC0031626,1
EDC,EDC0031628,EDC0031628,1
EDC,EDC0031634,EDC0031635,2
EDC,EDC0031644,EDC0031645,2
EDC,EDC0031647,EDC0031648,2
EDC,EDC0031650,EDC0031651,2
EDC,EDC0031662,EDC0031663,2
EDC,EDC0031669,EDC0031670,2
EDC,EDC0031685,EDC0031686,2
EDC,EDC0031694,EDC0031697,4
EDC,EDC0031700,EDC0031700,1
EDC,EDC0031702,EDC0031703,2
EDC,EDC0031706,EDC0031706,1
EDC,EDC0031723,EDC0031723,1
EDC,EDC0031772,EDC0031773,2
EDC,EDC0031784,EDC0031785,2
EDC,EDC0031787,EDC0031790,4
EDC,EDC0031818,EDC0031819,2
EDC,EDC0031842,EDC0031843,2
EDC,EDC0031864,EDC0031865,2
EDC,EDC0031871,EDC0031871,1
EDC,EDC0031877,EDC0031877,1
EDC,EDC0031892,EDC0031892,1
EDC,EDC0031894,EDC0031894,1
EDC,EDC0031914,EDC0031915,2
EDC,EDC0031919,EDC0031919,1
EDC,EDC0031929,EDC0031929,1
EDC,EDC0031945,EDC0031945,1
EDC,EDC0031995,EDC0031995,1
EDC,EDC0031997,EDC0031997,1
EDC,EDC0031999,EDC0031999,1
EDC,EDC0032017,EDC0032018,2
EDC,EDC0032020,EDC0032021,2
EDC,EDC0032023,EDC0032030,8
EDC,EDC0032032,EDC0032032,1
EDC,EDC0032038,EDC0032039,2
EDC,EDC0032051,EDC0032051,1
EDC,EDC0032081,EDC0032082,2
EDC,EDC0032102,EDC0032102,1
EDC,EDC0032135,EDC0032135,1
EDC,EDC0032153,EDC0032154,2
EDC,EDC0032177,EDC0032178,2
EDC,EDC0032210,EDC0032211,2
EDC,EDC0032215,EDC0032215,1
EDC,EDC0032250,EDC0032251,2
EDC,EDC0032287,EDC0032287,1
EDC,EDC0032337,EDC0032337,1
EDC,EDC0032339,EDC0032339,1
EDC,EDC0032345,EDC0032346,2
