Prefix,Gap Start,Gap End,Missing Count
EDC,EDC0032348,EDC0032349,2
EDC,EDC0032393,EDC0032394,2
EDC,EDC0032402,EDC0032403,2
EDC,EDC0032406,EDC0032406,1
EDC,EDC0032408,EDC0032408,1
EDC,EDC0032410,EDC0032410,1
EDC,EDC0032417,EDC0032417,1
EDC,EDC0032473,EDC0032473,1
EDC,EDC0032478,EDC0032478,1
EDC,EDC0032495,EDC0032495,1
EDC,EDC0032505,EDC0032506,2
EDC,EDC0032542,EDC0032544,3
EDC,EDC0032550,EDC0032550,1
EDC,EDC0032552,EDC0032552,1
EDC,EDC0032570,EDC0032571,2
EDC,EDC0032587,EDC0032588,2
EDC,EDC0032599,EDC0032600,2
EDC,EDC0032624,EDC0032625,2
EDC,EDC0032631,EDC0032631,1
EDC,EDC0032648,EDC0032649,2
EDC,EDC0032654,EDC0032655,2
EDC,EDC0032676,EDC0032676,1
EDC,EDC0032681,EDC0032681,1
EDC,EDC0032697,EDC0032697,1
EDC,EDC0032712,EDC0032713,2
EDC,EDC0032728,EDC0032729,2
EDC,EDC0032732,EDC0032733,2
EDC,EDC0032744,EDC0032744,1
EDC,EDC0032761,EDC0032761,1
EDC,EDC0032780,EDC0032780,1
EDC,EDC0032785,EDC0032786,2
EDC,EDC0032790,EDC0032791,2
EDC,EDC0032801,EDC0032801,1
EDC,EDC0032829,EDC0032830,2
EDC,EDC0032858,EDC0032859,2
EDC,EDC0032872,EDC0032872,1
EDC,EDC0032874,EDC0032875,2
EDC,EDC0032902,EDC0032902,1
EDC,EDC0032916,EDC0032920,5
EDC,EDC0032923,EDC0032923,1
EDC,EDC0032942,EDC0032943,2
EDC,EDC0032975,EDC0032976,2
EDC,EDC0032978,EDC0032978,1
EDC,EDC0033016,EDC0033017,2
EDC,EDC0033024,EDC0033027,4
EDC,EDC0033050,EDC0033050,1
EDC,EDC0033052,EDC0033052,1
EDC,EDC0033054,EDC0033054,1
EDC,EDC0033077,EDC0033082,6
EDC,EDC0033119,EDC0033121,3
EDC,EDC0033143,EDC0033144,2
EDC,EDC0033149,EDC0033150,2
EDC,EDC0033152,EDC0033152,1
EDC,EDC0033160,EDC0033160,1
EDC,EDC0033166,EDC0033166,1
EDC,EDC0033209,EDC0033209,1
EDC,EDC0033217,EDC0033217,1
EDC,EDC0033252,EDC0033252,1
EDC,EDC0033305,EDC0033305,1
EDC,EDC0033360,EDC0033362,3
EDC,EDC0033366,EDC0033366,1
EDC,EDC0033376,EDC0033376,1
EDC,EDC0033391,EDC0033392,2
EDC,EDC0033428,EDC0033428,1
EDC,EDC0033591,EDC0033591,1
EDC,EDC0033594,EDC0033595,2
EDC,EDC0033603,EDC0033603,1
EDC,EDC0033616,EDC0033616,1
EDC,EDC0033620,EDC0033620,1
EDC,EDC0033625,EDC0033625,1
EDC,EDC0033628,EDC0033628,1
EDC,EDC0033639,EDC0033639,1
EDC,EDC0033644,EDC0033644,1
EDC,EDC0033652,EDC0033652,1
EDC,EDC0033691,EDC0033692,2
EDC,EDC0033695,EDC0033695,1
EDC,EDC0033725,EDC0033725,1
EDC,EDC0033733,EDC0033734,2
EDC,EDC0033736,EDC0033737,2
EDC,EDC0033742,EDC0033742,1
EDC,EDC0033761,EDC0033761,1
EDC,EDC0033803,EDC0033803,1
EDC,EDC0033805,EDC0033805,1
EDC,EDC0033807,EDC0033807,1
EDC,EDC0033840,EDC0033840,1
EDC,EDC0033846,EDC0033847,2
EDC,EDC0033851,EDC0033852,2
EDC,EDC0033901,EDC0033902,2
EDC,EDC0033929,EDC0033929,1
EDC,EDC0033945,EDC0033945,1
EDC,EDC0033952,EDC0033953,2
EDC,EDC0033966,EDC0033967,2
EDC,EDC0033977,EDC0033977,1
EDC,EDC0034015,EDC0034016,2
EDC,EDC0034036,EDC0034037,2
EDC,EDC0034039,EDC0034040,2
EDC,EDC0034045,EDC0034046,2
EDC,EDC0034048,EDC0034049,2
EDC,EDC0034069,EDC0034069,1
EDC,EDC0034079,EDC0034079,1
EDC,EDC0034123,EDC0034123,1
EDC,EDC0034132,EDC0034133,2
EDC,EDC0034146,EDC0034147,2
EDC,EDC0034162,EDC0034163,2
EDC,EDC0034191,EDC0034192,2
EDC,EDC0034194,EDC0034194,1
EDC,EDC0034251,EDC0034251,1
EDC,EDC0034266,EDC0034267,2
EDC,EDC0034270,EDC0034271,2
EDC,EDC0034293,EDC0034293,1
EDC,EDC0034331,EDC0034332,2
EDC,EDC0034372,EDC0034372,1
EDC,EDC0034383,EDC0034383,1
EDC,EDC0034393,EDC0034394,2
EDC,EDC0034405,EDC0034405,1
EDC,EDC0034408,EDC0034408,1
EDC,EDC0034412,EDC0034412,1
EDC,EDC0034471,EDC0034471,1
EDC,EDC0034565,EDC0034565,1
EDC,EDC0034593,EDC0034594,2
EDC,EDC0034599,EDC0034599,1
EDC,EDC0034641,EDC0034642,2
EDC,EDC0034644,EDC0034644,1
EDC,EDC0034650,EDC0034651,2
EDC,EDC0034660,EDC0034660,1
EDC,EDC0034662,EDC0034662,1
EDC,EDC0034684,EDC0034685,2
EDC,EDC0034711,EDC0034711,1
EDC,EDC0034730,EDC0034731,2
EDC,EDC0034754,EDC0034754,1
EDC,EDC0034762,EDC0034762,1
EDC,EDC0034766,EDC0034766,1
EDC,EDC0034777,EDC0034777,1
EDC,EDC0034779,EDC0034780,2
EDC,EDC0034792,EDC0034792,1
EDC,EDC0034818,EDC0034820,3
EDC,EDC0034841,EDC0034842,2
EDC,EDC0034850,EDC0034850,1
EDC,EDC0034854,EDC0034855,2
EDC,EDC0034858,EDC0034858,1
EDC,EDC0034861,EDC0034862,2
EDC,EDC0034865,EDC0034865,1
EDC,EDC0034875,EDC0034876,2
EDC,EDC0034880,EDC0034881,2
EDC,EDC0034908,EDC0034908,1
EDC,EDC0034922,EDC0034923,2
EDC,EDC0034930,EDC0034931,2
EDC,EDC0034938,EDC0034938,1
EDC,EDC0034959,EDC0034960,2
EDC,EDC0034981,EDC0034981,1
EDC,EDC0034984,EDC0034984,1
EDC,EDC0034987,EDC0034987,1
EDC,EDC0034990,EDC0034990,1
EDC,EDC0034996,EDC0034996,1
EDC,EDC0034999,EDC0034999,1
EDC,EDC0035003,EDC0035003,1
EDC,EDC0035007,EDC0035007,1
EDC,EDC0035011,EDC0035011,1
EDC,EDC0035020,EDC0035020,1
EDC,EDC0035026,EDC0035026,1
EDC,EDC0035029,EDC0035029,1
EDC,EDC0035041,EDC0035041,1
EDC,EDC0035045,EDC0035045,1
EDC,EDC0035048,EDC0035048,1
EDC,EDC0035051,EDC0035051,1
EDC,EDC0035054,EDC0035054,1
EDC,EDC0035058,EDC0035058,1
EDC,EDC0035063,EDC0035063,1
EDC,EDC0035098,EDC0035098,1
EDC,EDC0035102,EDC0035102,1
EDC,EDC0035108,EDC0035108,1
EDC,EDC0035133,EDC0035133,1
EDC,EDC0035137,EDC0035137,1
EDC,EDC0035197,EDC0035197,1
EDC,EDC0035223,EDC0035223,1
EDC,EDC0035228,EDC0035229,2
EDC,EDC0035374,EDC0035374,1
EDC,EDC0035379,EDC0035379,1
EDC,EDC0035384,EDC0035384,1
EDC,EDC0035389,EDC0035389,1
EDC,EDC0035412,EDC0035413,2
EDC,EDC0035473,EDC0035478,6
EDC,EDC0035509,EDC0035509,1
EDC,EDC0035511,EDC0035511,1
EDC,EDC0035513,EDC0035513,1
EDC,EDC0035544,EDC0035545,2
EDC,EDC0035547,EDC0035547,1
EDC,EDC0035567,EDC0035568,2
EDC,EDC0035599,EDC0035600,2
EDC,EDC0035690,EDC0035690,1
EDC,EDC0035695,EDC0035695,1
EDC,EDC0035711,EDC0035711,1
EDC,EDC0035720,EDC0035721,2
EDC,EDC0035741,EDC0035742,2
EDC,EDC0035750,EDC0035750,1
EDC,EDC0035774,EDC0035775,2
EDC,EDC0035799,EDC0035799,1
EDC,EDC0035807,EDC0035809,3
EDC,EDC0035858,EDC0035859,2
EDC,EDC0036000,EDC0036000,1
EDC,EDC0036002,EDC0036002,1
EDC,EDC0036016,EDC0036016,1
EDC,EDC0036018,EDC0036019,2
EDC,EDC0036021,EDC0036021,1
EDC,EDC0036033,EDC0036033,1
EDC,EDC0036035,EDC0036037,3
EDC,EDC0036129,EDC0036129,1
EDC,EDC0036135,EDC0036136,2
EDC,EDC0036246,EDC0036246,1
EDC,EDC0036256,EDC0036257,2
EDC,EDC0036259,EDC0036260,2
EDC,EDC0036265,EDC0036265,1
EDC,EDC0036354,EDC0036355,2
EDC,EDC0036363,EDC0036363,1
EDC,EDC0036367,EDC0036367,1
EDC,EDC0036412,EDC0036413,2
EDC,EDC0036434,EDC0036435,2
EDC,EDC0036438,EDC0036439,2
EDC,EDC0036471,EDC0036472,2
EDC,EDC0036510,EDC0036510,1
EDC,EDC0036543,EDC0036543,1
EDC,EDC0036579,EDC0036580,2
EDC,EDC0036583,EDC0036584,2
EDC,EDC0036586,EDC0036587,2
EDC,EDC0036599,EDC0036599,1
EDC,EDC0036674,EDC0036675,2
EDC,EDC0036714,EDC0036715,2
EDC,EDC0036762,EDC0036763,2
EDC,EDC0036788,EDC0036789,2
EDC,EDC0036801,EDC0036803,3
EDC,EDC0036825,EDC0036825,1
EDC,EDC0036837,EDC0036838,2
EDC,EDC0036849,EDC0036849,1
EDC,EDC0036860,EDC0036860,1
EDC,EDC0036913,EDC0036913,1
EDC,EDC0036921,EDC0036921,1
EDC,EDC0036953,EDC0036954,2
EDC,EDC0036963,EDC0036964,2
EDC,EDC0037008,EDC0037009,2
EDC,EDC0037042,EDC0037043,2
EDC,EDC0037072,EDC0037072,1
EDC,EDC0037076,EDC0037076,1
EDC,EDC0037108,EDC0037108,1
EDC,EDC0037121,EDC0037121,1
EDC,EDC0037123,EDC0037123,1
EDC,EDC0037125,EDC0037125,1
EDC,EDC0037183,EDC0037183,1
EDC,EDC0037216,EDC0037216,1
EDC,EDC0037257,EDC0037257,1
EDC,EDC0037346,EDC0037347,2
EDC,EDC0037392,EDC0037392,1
EDC,EDC0037429,EDC0037434,6
EDC,EDC0037497,EDC0037498,2
EDC,EDC0037500,EDC0037500,1
EDC,EDC0037502,EDC0037504,3
EDC,EDC0037513,EDC0037513,1
EDC,EDC0037519,EDC0037519,1
EDC,EDC0037527,EDC0037527,1
EDC,EDC0037544,EDC0037544,1
EDC,EDC0037551,EDC0037555,5
EDC,EDC0037559,EDC0037561,3
EDC,EDC0037564,EDC0037565,2
EDC,EDC0037596,EDC0037596,1
EDC,EDC0037600,EDC0037600,1
EDC,EDC0037656,EDC0037656,1
EDC,EDC0037694,EDC0037694,1
EDC,EDC0037704,EDC0037704,1
EDC,EDC0037743,EDC0037743,1
EDC,EDC0037746,EDC0037747,2
EDC,EDC0037753,EDC0037753,1
EDC,EDC0037758,EDC0037761,4
EDC,EDC0037764,EDC0037765,2
EDC,EDC0037788,EDC0037788,1
EDC,EDC0037811,EDC0037811,1
EDC,EDC0037824,EDC0037824,1
EDC,EDC0037830,EDC0037832,3
EDC,EDC0037835,EDC0037835,1
EDC,EDC0037837,EDC0037837,1
EDC,EDC0037857,EDC0037857,1
EDC,EDC0037862,EDC0037864,3
EDC,EDC0037869,EDC0037871,3
EDC,EDC0037900,EDC0037901,2
EDC,EDC0037922,EDC0037922,1
EDC,EDC0037925,EDC0037926,2
EDC,EDC0037928,EDC0037931,4
EDC,EDC0037965,EDC0037966,2
EDC,EDC0037990,EDC0037991,2
EDC,EDC0038011,EDC0038012,2
EDC,EDC0038061,EDC0038062,2
EDC,EDC0038124,EDC0038125,2
EDC,EDC0038129,EDC0038130,2
EDC,EDC0038138,EDC0038139,2
EDC,EDC0038146,EDC0038149,4
EDC,EDC0038151,EDC0038153,3
EDC,EDC0038155,EDC0038155,1
EDC,EDC0038158,EDC0038158,1
EDC,EDC0038162,EDC0038162,1
EDC,EDC0038167,EDC0038167,1
EDC,EDC0038174,EDC0038176,3
EDC,EDC0038182,EDC0038183,2
EDC,EDC0038207,EDC0038208,2
EDC,EDC0038235,EDC0038235,1
EDC,EDC0038288,EDC0038289,2
EDC,EDC0038294,EDC0038295,2
EDC,EDC0038310,EDC0038310,1
EDC,EDC0038325,EDC0038325,1
EDC,EDC0038327,EDC0038327,1
EDC,EDC0038359,EDC0038359,1
EDC,EDC0038383,EDC0038385,3
EDC,EDC0038397,EDC0038397,1
EDC,EDC0038421,EDC0038421,1
EDC,EDC0038450,EDC0038450,1
EDC,EDC0038454,EDC0038455,2
EDC,EDC0038463,EDC0038464,2
EDC,EDC0038466,EDC0038468,3
EDC,EDC0038470,EDC0038472,3
EDC,EDC0038487,EDC0038487,1
EDC,EDC0038498,EDC0038498,1
EDC,EDC0038500,EDC0038500,1
EDC,EDC0038512,EDC0038513,2
EDC,EDC0038515,EDC0038516,2
EDC,EDC0038522,EDC0038522,1
EDC,EDC0038525,EDC0038526,2
EDC,EDC0038530,EDC0038530,1
EDC,EDC0038543,EDC0038544,2
EDC,EDC0038546,EDC0038546,1
EDC,EDC0038549,EDC0038551,3
EDC,EDC0038554,EDC0038554,1
EDC,EDC0038556,EDC0038557,2
EDC,EDC0038559,EDC0038561,3
EDC,EDC0038563,EDC0038564,2
EDC,EDC0038567,EDC0038572,6
EDC,EDC0038574,EDC0038574,1
EDC,EDC0038578,EDC0038579,2
EDC,EDC0038581,EDC0038592,12
EDC,EDC0038608,EDC0038608,1
EDC,EDC0038618,EDC0038619,2
EDC,EDC0038630,EDC0038631,2
EDC,EDC0038644,EDC0038644,1
EDC,EDC0038647,EDC0038647,1
EDC,EDC0038714,EDC0038714,1
EDC,EDC0038739,EDC0038740,2
EDC,EDC0038742,EDC0038748,7
EDC,EDC0038772,EDC0038773,2
EDC,EDC0038789,EDC0038789,1
EDC,EDC0038792,EDC0038793,2
EDC,EDC0038805,EDC0038805,1
EDC,EDC0038813,EDC0038813,1
EDC,EDC0038818,EDC0038819,2
EDC,EDC0038821,EDC0038829,9
EDC,EDC0038832,EDC0038832,1
EDC,EDC0038841,EDC0038841,1
EDC,EDC0038862,EDC0038862,1
EDC,EDC0038885,EDC0038885,1
EDC,EDC0038889,EDC0038890,2
EDC,EDC0038892,EDC0038893,2
EDC,EDC0038896,EDC0038896,1
EDC,EDC0038900,EDC0038900,1
EDC,EDC0038964,EDC0038964,1
EDC,EDC0038981,EDC0038981,1
EDC,EDC0038988,EDC0038988,1
EDC,EDC0039000,EDC0039000,1
EDC,EDC0039059,EDC0039060,2
EDC,EDC0039066,EDC0039066,1
EDC,EDC0039074,EDC0039074,1
EDC,EDC0039078,EDC0039080,3
EDC,EDC0039102,EDC0039102,1
EDC,EDC0039175,EDC0039175,1
EDC,EDC0039179,EDC0039179,1
EDC,EDC0039183,EDC0039184,2
EDC,EDC0039191,EDC0039192,2
EDC,EDC0039196,EDC0039196,1
EDC,EDC0039198,EDC0039198,1
EDC,EDC0039212,EDC0039214,3
EDC,EDC0039217,EDC0039218,2
EDC,EDC0039236,EDC0039236,1
EDC,EDC0039238,EDC0039239,2
EDC,EDC0039262,EDC0039262,1
EDC,EDC0039273,EDC0039273,1
EDC,EDC0039277,EDC0039279,3
EDC,EDC0039281,EDC0039281,1
EDC,EDC0039284,EDC0039286,3
EDC,EDC0039299,EDC0039301,3
EDC,EDC0039346,EDC0039346,1
EDC,EDC0039391,EDC0039391,1
EDC,EDC0039413,EDC0039413,1
EDC,EDC0039436,EDC0039436,1
EDC,EDC0039438,EDC0039438,1
EDC,EDC0039447,EDC0039448,2
EDC,EDC0039450,EDC0039450,1
EDC,EDC0039468,EDC0039468,1
EDC,EDC0039473,EDC0039474,2
EDC,EDC0039483,EDC0039483,1
EDC,EDC0039498,EDC0039498,1
EDC,EDC0039506,EDC0039507,2
EDC,EDC0039518,EDC0039519,2
EDC,EDC0039521,EDC0039523,3
EDC,EDC0039525,EDC0039525,1
EDC,EDC0039541,EDC0039542,2
EDC,EDC0039553,EDC0039554,2
EDC,EDC0039587,EDC0039588,2
EDC,EDC0039597,EDC0039597,1
EDC,EDC0039643,EDC0039644,2
EDC,EDC0039675,EDC0039675,1
EDC,EDC0039677,EDC0039677,1
EDC,EDC0039698,EDC0039699,2
EDC,EDC0039703,EDC0039704,2
EDC,EDC0039779,EDC0039779,1
EDC,EDC0039781,EDC0039782,2
EDC,EDC0039787,EDC0039787,1
EDC,EDC0039870,EDC0039872,3
EDC,EDC0039914,EDC0039914,1
EDC,EDC0039921,EDC0039921,1
EDC,EDC0039961,EDC0039961,1
EDC,EDC0039994,EDC0039995,2
EDC,EDC0039998,EDC0039998,1
EDC,EDC0040008,EDC0040009,2
EDC,EDC0040072,EDC0040072,1
EDC,EDC0040074,EDC0040074,1
EDC,EDC0040090,EDC0040091,2
EDC,EDC0040195,EDC0040195,1
EDC,EDC0040197,EDC0040197,1
EDC,EDC0040199,EDC0040199,1
EDC,EDC0040290,EDC0040290,1
EDC,EDC0040293,EDC0040293,1
EDC,EDC0040296,EDC0040296,1
EDC,EDC0040313,EDC0040313,1
EDC,EDC0040326,EDC0040326,1
EDC,EDC0040328,EDC0040328,1
EDC,EDC0040334,EDC0040334,1
EDC,EDC0040340,EDC0040341,2
EDC,EDC0040346,EDC0040346,1
EDC,EDC0040412,EDC0040412,1
EDC,EDC0040472,EDC0040472,1
EDC,EDC0040499,EDC0040499,1
EDC,EDC0040503,EDC0040504,2
EDC,EDC0040508,EDC0040508,1
EDC,EDC0040512,EDC0040512,1
EDC,EDC0040564,EDC0040565,2
EDC,EDC0040604,EDC0040604,1
EDC,EDC0040608,EDC0040608,1
EDC,EDC0040748,EDC0040748,1
EDC,EDC0040750,EDC0040750,1
EDC,EDC0040752,EDC0040752,1
EDC,EDC0040824,EDC0040824,1
EDC,EDC0040843,EDC0040843,1
EDC,EDC0040845,EDC0040845,1
EDC,EDC0040880,EDC0040880,1
EDC,EDC0041006,EDC0041006,1
EDC,EDC0041010,EDC0041011,2
EDC,EDC0041015,EDC0041015,1
EDC,EDC0041033,EDC0041034,2
EDC,EDC0041041,EDC0041042,2
EDC,EDC0041053,EDC0041053,1
EDC,EDC0041064,EDC0041065,2
EDC,EDC0041092,EDC0041092,1
EDC,EDC0041095,EDC0041095,1
EDC,EDC0041098,EDC0041098,1
EDC,EDC0041101,EDC0041104,4
EDC,EDC0041117,EDC0041122,6
EDC,EDC0041125,EDC0041125,1
EDC,EDC0041257,EDC0041257,1
EDC,EDC0041274,EDC0041275,2
EDC,EDC0041291,EDC0041291,1
EDC,EDC0041353,EDC0041353,1
EDC,EDC0041374,EDC0041375,2
EDC,EDC0041382,EDC0041383,2
EDC,EDC0041399,EDC0041400,2
EDC,EDC0041470,EDC0041471,2
EDC,EDC0041537,EDC0041537,1
EDC,EDC0041604,EDC0041605,2
EDC,EDC0041609,EDC0041609,1
EDC,EDC0041619,EDC0041619,1
EDC,EDC0041655,EDC0041655,1
EDC,EDC0041667,EDC0041670,4
EDC,EDC0041682,EDC0041684,3
EDC,EDC0041694,EDC0041694,1
EDC,EDC0041697,EDC0041698,2
EDC,EDC0041726,EDC0041726,1
EDC,EDC0041728,EDC0041728,1
EDC,EDC0041737,EDC0041737,1
EDC,EDC0041741,EDC0041741,1
EDC,EDC0041747,EDC0041747,1
EDC,EDC0041774,EDC0041775,2
EDC,EDC0041920,EDC0041921,2
EDC,EDC0041953,EDC0041953,1
EDC,EDC0041977,EDC0041977,1
EDC,EDC0041979,EDC0041979,1
EDC,EDC0041984,EDC0041984,1
EDC,EDC0042008,EDC0042008,1
EDC,EDC0042014,EDC0042014,1
EDC,EDC0042074,EDC0042076,3
EDC,EDC0042078,EDC0042080,3
EDC,EDC0042082,EDC0042084,3
EDC,EDC0042089,EDC0042089,1
EDC,EDC0042094,EDC0042095,2
EDC,EDC0042099,EDC0042102,4
EDC,EDC0042107,EDC0042108,2
EDC,EDC0042133,EDC0042136,4
EDC,EDC0042223,EDC0042225,3
EDC,EDC0042230,EDC0042231,2
EDC,EDC0042256,EDC0042256,1
EDC,EDC0042289,EDC0042290,2
EDC,EDC0042336,EDC0042336,1
EDC,EDC0042358,EDC0042358,1
EDC,EDC0042369,EDC0042370,2
EDC,EDC0042380,EDC0042381,2
EDC,EDC0042391,EDC0042391,1
EDC,EDC0042398,EDC0042398,1
EDC,EDC0042407,EDC0042407,1
EDC,EDC0042429,EDC0042429,1
EDC,EDC0042448,EDC0042448,1
EDC,EDC0042452,EDC0042453,2
EDC,EDC0042456,EDC0042456,1
EDC,EDC0042520,EDC0042521,2
EDC,EDC0042566,EDC0042566,1
EDC,EDC0042579,EDC0042579,1
EDC,EDC0042581,EDC0042582,2
EDC,EDC0042664,EDC0042665,2
EDC,EDC0042702,EDC0042702,1
EDC,EDC0042708,EDC0042710,3
EDC,EDC0042712,EDC0042714,3
EDC,EDC0042719,EDC0042719,1
EDC,EDC0042740,EDC0042741,2
EDC,EDC0042745,EDC0042746,2
EDC,EDC0042753,EDC0042754,2
EDC,EDC0042765,EDC0042765,1
EDC,EDC0042789,EDC0042790,2
EDC,EDC0042804,EDC0042805,2
EDC,EDC0042807,EDC0042807,1
EDC,EDC0042851,EDC0042852,2
EDC,EDC0042882,EDC0042882,1
EDC,EDC0042945,EDC0042945,1
EDC,EDC0042949,EDC0042949,1
EDC,EDC0042992,EDC0042993,2
EDC,EDC0043002,EDC0043003,2
EDC,EDC0043011,EDC0043012,2
EDC,EDC0043022,EDC0043022,1
EDC,EDC0043025,EDC0043026,2
EDC,EDC0043053,EDC0043053,1
EDC,EDC0043149,EDC0043150,2
EDC,EDC0043169,EDC0043169,1
EDC,EDC0043171,EDC0043172,2
EDC,EDC0043177,EDC0043177,1
EDC,EDC0043185,EDC0043186,2
EDC,EDC0043222,EDC0043222,1
EDC,EDC0043277,EDC0043278,2
EDC,EDC0043322,EDC0043322,1
EDC,EDC0043346,EDC0043347,2
EDC,EDC0043380,EDC0043380,1
EDC,EDC0043388,EDC0043389,2
EDC,EDC0043393,EDC0043393,1
EDC,EDC0043399,EDC0043400,2
EDC,EDC0043410,EDC0043410,1
EDC,EDC0043412,EDC0043412,1
EDC,EDC0043439,EDC0043439,1
EDC,EDC0043459,EDC0043462,4
EDC,EDC0043486,EDC0043486,1
EDC,EDC0043514,EDC0043514,1
EDC,EDC0043523,EDC0043523,1
EDC,EDC0043550,EDC0043551,2
EDC,EDC0043566,EDC0043566,1
EDC,EDC0043572,EDC0043572,1
EDC,EDC0043574,EDC0043574,1
EDC,EDC0043596,EDC0043596,1
EDC,EDC0043598,EDC0043599,2
EDC,EDC0043603,EDC0043603,1
EDC,EDC0043606,EDC0043606,1
EDC,EDC0043639,EDC0043639,1
EDC,EDC0043641,EDC0043641,1
EDC,EDC0043643,EDC0043647,5
EDC,EDC0043657,EDC0043658,2
EDC,EDC0043700,EDC0043701,2
EDC,EDC0043728,EDC0043728,1
EDC,EDC0043731,EDC0043731,1
EDC,EDC0043737,EDC0043737,1
EDC,EDC0043742,EDC0043742,1
EDC,EDC0043758,EDC0043759,2
EDC,EDC0043785,EDC0043785,1
EDC,EDC0043787,EDC0043788,2
EDC,EDC0043801,EDC0043802,2
EDC,EDC0043814,EDC0043815,2
EDC,EDC0043822,EDC0043824,3
EDC,EDC0043832,EDC0043832,1
EDC,EDC0043863,EDC0043863,1
EDC,EDC0043877,EDC0043877,1
EDC,EDC0043886,EDC0043886,1
EDC,EDC0043917,EDC0043917,1
EDC,EDC0043921,EDC0043922,2
EDC,EDC0043943,EDC0043943,1
EDC,EDC0043949,EDC0043949,1
EDC,EDC0043970,EDC0043970,1
EDC,EDC0044004,EDC0044004,1
EDC,EDC0044018,EDC0044019,2
EDC,EDC0044030,EDC0044031,2
EDC,EDC0044043,EDC0044044,2
EDC,EDC0044080,EDC0044085,6
EDC,EDC0044087,EDC0044088,2
EDC,EDC0044123,EDC0044124,2
EDC,EDC0044126,EDC0044127,2
EDC,EDC0044146,EDC0044147,2
EDC,EDC0044156,EDC0044157,2
EDC,EDC0044177,EDC0044177,1
EDC,EDC0044205,EDC0044207,3
EDC,EDC0044209,EDC0044209,1
EDC,EDC0044217,EDC0044218,2
EDC,EDC0044233,EDC0044233,1
EDC,EDC0044236,EDC0044237,2
EDC,EDC0044280,EDC0044280,1
EDC,EDC0044290,EDC0044291,2
EDC,EDC0044349,EDC0044350,2
EDC,EDC0044381,EDC0044381,1
EDC,EDC0044383,EDC0044383,1
EDC,EDC0044423,EDC0044423,1
EDC,EDC0044425,EDC0044425,1
EDC,EDC0044428,EDC0044432,5
EDC,EDC0044438,EDC0044438,1
EDC,EDC0044465,EDC0044466,2
EDC,EDC0044477,EDC0044477,1
EDC,EDC0044479,EDC0044479,1
EDC,EDC0044483,EDC0044484,2
EDC,EDC0044526,EDC0044527,2
EDC,EDC0044594,EDC0044594,1
EDC,EDC0044609,EDC0044609,1
EDC,EDC0044646,EDC0044647,2
EDC,EDC0044718,EDC0044718,1
EDC,EDC0044725,EDC0044725,1
EDC,EDC0044728,EDC0044728,1
EDC,EDC0044742,EDC0044744,3
EDC,EDC0044768,EDC0044768,1
EDC,EDC0044773,EDC0044775,3
EDC,EDC0044777,EDC0044779,3
EDC,EDC0044781,EDC0044783,3
EDC,EDC0044841,EDC0044841,1
EDC,EDC0044868,EDC0044868,1
EDC,EDC0044873,EDC0044874,2
EDC,EDC0044893,EDC0044893,1
EDC,EDC0044897,EDC0044897,1
EDC,EDC0044929,EDC0044929,1
EDC,EDC0044967,EDC0044969,3
EDC,EDC0045013,EDC0045014,2
EDC,EDC0045042,EDC0045047,6
EDC,EDC0045049,EDC0045049,1
EDC,EDC0045051,EDC0045052,2
EDC,EDC0045054,EDC0045054,1
EDC,EDC0045221,EDC0045221,1
EDC,EDC0045224,EDC0045224,1
EDC,EDC0045229,EDC0045231,3
EDC,EDC0045246,EDC0045247,2
EDC,EDC0045282,EDC0045287,6
EDC,EDC0045300,EDC0045302,3
EDC,EDC0045324,EDC0045325,2
EDC,EDC0045351,EDC0045352,2
EDC,EDC0045398,EDC0045398,1
EDC,EDC0045405,EDC0045405,1
EDC,EDC0045437,EDC0045437,1
EDC,EDC0045596,EDC0045596,1
EDC,EDC0045608,EDC0045608,1
EDC,EDC0045610,EDC0045610,1
EDC,EDC0045622,EDC0045622,1
EDC,EDC0045644,EDC0045644,1
EDC,EDC0045648,EDC0045651,4
EDC,EDC0045654,EDC0045656,3
EDC,EDC0045663,EDC0045664,2
EDC,EDC0045670,EDC0045670,1
EDC,EDC0045672,EDC0045673,2
EDC,EDC0045725,EDC0045725,1
EDC,EDC0045812,EDC0045812,1
EDC,EDC0045819,EDC0045819,1
EDC,EDC0045839,EDC0045840,2
EDC,EDC0045859,EDC0045860,2
EDC,EDC0045878,EDC0045879,2
EDC,EDC0045919,EDC0045919,1
EDC,EDC0045970,EDC0045971,2
EDC,EDC0045974,EDC0045974,1
EDC,EDC0045978,EDC0045979,2
EDC,EDC0046035,EDC0046035,1
EDC,EDC0046040,EDC0046041,2
EDC,EDC0046137,EDC0046138,2
EDC,EDC0046140,EDC0046141,2
EDC,EDC0046143,EDC0046146,4
EDC,EDC0046152,EDC0046152,1
EDC,EDC0046204,EDC0046207,4
EDC,EDC0046219,EDC0046220,2
EDC,EDC0046234,EDC0046236,3
EDC,EDC0046244,EDC0046244,1
EDC,EDC0046259,EDC0046259,1
EDC,EDC0046301,EDC0046301,1
EDC,EDC0046319,EDC0046320,2
EDC,EDC0046363,EDC0046363,1
EDC,EDC0046365,EDC0046366,2
EDC,EDC0046382,EDC0046382,1
EDC,EDC0046384,EDC0046387,4
EDC,EDC0046391,EDC0046391,1
EDC,EDC0046458,EDC0046459,2
EDC,EDC0046500,EDC0046500,1
EDC,EDC0046507,EDC0046508,2
EDC,EDC0046548,EDC0046548,1
